CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C11048,1958.327414,1,0,0,0,39.461591,0,0,0,0.083333,1,0,2100,404.070285,999.050377,0,12
C11049,411.727643,0.909091,1037.82,1037.82,0,0,0.5,0.5,0,0,0,12,6500,1461.416883,214.724575,0.1,12
C11050,1548.76729,1,723.65,723.65,0,0,1,1,0,0,0,24,8500,0,,0,12
C11051,2128.151695,1,0,0,0,19.345729,0,0,0,0.083333,1,0,2100,138.907177,13266.3819,0,12
C11052,1046.785259,0.555556,0,0,0,2908.400137,0,0,0,0.333333,13,0,3000,87.879339,630.679799,0,9
C11053,640.595851,1,2496.57,1837.56,659.01,0,0.5,0.333333,0.166667,0,0,14,3000,1145.707252,201.050218,0,12
C11054,270.096134,0.818182,3061.26,1913.26,1148,0,0.666667,0.333333,0.666667,0,0,20,6000,3594.046318,152.391012,0.454545,12
C11055,1583.622027,1,45.65,45.65,0,0,0.090909,0.090909,0,0,0,1,1700,317.911208,481.237501,0,11
C11056,380.384776,0.545455,1188,1188,0,0,0.083333,0.083333,0,0,0,2,9000,2461.320337,158.339807,0,12
C11057,445.409094,1,307.11,163.29,143.82,0,0.833333,0.25,0.666667,0,0,12,1500,467.844102,171.370838,0,12
C11058,117.949494,1,1368.88,1088.23,280.65,0,1,0.166667,1,0,0,15,4500,455.527411,179.475148,1,12
C11059,2608.143732,1,207.68,207.68,0,189.874314,0.083333,0.083333,0,0.083333,1,1,3000,1243.840314,638.679282,0,12
C11060,48.521324,1,514.97,514.97,0,0,1,1,0,0,0,16,5500,380.613937,208.568375,0.25,12
C11061,1076.571029,1,45.65,45.65,0,48.730842,0.083333,0.083333,0,0.083333,1,1,1200,299.78995,374.377774,0,12
C11062,2294.145941,1,29.29,0,29.29,137.256946,0.083333,0,0.083333,0.083333,2,1,2100,149.363733,17693.07847,0,12
C11063,25.570988,0.454545,45.65,45.65,0,0,0.083333,0.083333,0,0,0,1,1500,491.455491,117.808437,0,12
C11064,5049.442457,1,0,0,0,3631.844028,0,0,0,0.333333,5,0,8500,8574.541634,1473.841361,0,12
C11065,5516.201451,1,0,0,0,2941.903445,0,0,0,0.333333,11,0,6000,1443.4332,1406.909258,0,12
C11066,300.782119,0.909091,2590.95,2330.95,260,0,0.75,0.666667,0.25,0,0,18,10000,3286.584674,168.321916,0.875,12
C11067,1133.090254,1,85.92,0,85.92,551.078807,0.583333,0,0.583333,1,13,7,1200,0,,0,12
C11068,5842.231445,1,452.59,241.53,211.06,786.62111,0.916667,0.416667,0.916667,0.25,5,22,7500,4431.489516,2071.432892,0,12
C11069,7.980453,0.272727,0,0,0,95.842922,0,0,0,0.083333,1,0,9500,198.014471,165.091997,0,12
C11070,4677.242936,1,125,0,125,2406.229924,0.583333,0,0.5,0.5,6,10,5000,1087.866649,1092.737436,0,12
C11071,1095.27596,1,119,119,0,54.739913,0.083333,0.083333,0,0.25,3,1,1200,365.05305,540.656023,0,12
C11072,6432.685892,1,0,0,0,3249.062265,0,0,0,0.5,16,0,7000,1549.916395,2295.219735,0,12
C11073,328.242971,1,1555.66,1023.9,531.76,0,1,0.25,1,0,0,26,3500,1052.275904,206.423078,0,12
C11074,448.788728,1,32.38,32.38,0,545.642707,0.083333,0.083333,0,0.083333,2,1,5000,0,,0,12
C11075,209.178326,0.5,34,19,15,0,0.5,0.166667,0.166667,0,0,3,6000,635.909695,81.198552,0,6
C11076,1463.302373,0.272727,0,0,0,586.02924,0,0,0,0.083333,1,0,17000,17194.62756,968.603795,0.25,12
C11077,7024.269179,1,130.4,0,130.4,1916.534565,0.333333,0,0.25,0.083333,1,4,10200,0,,0,12
C11078,68.690623,1,734.37,59,675.37,0,1,0.083333,1,0,0,30,10500,837.517806,178.75204,0.75,12
C11079,1268.144319,1,0,0,0,1331.166485,0,0,0,0.428571,5,0,1500,499.961286,206.737107,0,7
C11080,28.329892,1,292.59,292.59,0,0,1,1,0,0,0,12,5000,0,,0,12
C11081,140.349336,0.363636,1042.52,1042.52,0,0,0.083333,0.083333,0,0,0,1,6000,3212.647061,260.066741,0.5,12
C11082,1838.106824,1,2682.25,2632.4,49.85,188.36824,1,1,0.083333,0.083333,1,16,4500,1891.062946,429.697372,0,12
C11083,1688.534078,1,280,280,0,49.117804,0.166667,0.166667,0,0.083333,1,3,1800,547.982657,664.585302,0,12
C11084,1048.067171,1,0,0,0,158.347647,0,0,0,0.25,3,0,1200,369.895952,281.091657,0,12
C11085,4862.641586,1,1302.37,1302.37,0,1279.629012,0.5,0.5,0,0.25,3,9,6000,1723.432154,1836.602896,0,12
C11086,554.289791,1,90,90,0,0,0.083333,0.083333,0,0,0,1,7000,414.117463,189.979169,0,12
C11087,65.645186,0.545455,735.69,85.5,650.19,0,0.5,0.083333,0.416667,0,0,16,3000,1302.778971,140.751691,1,12
C11088,1389.598597,1,6058.03,3391.88,2666.15,3517.94774,1,0.166667,1,0.25,6,52,4000,6528.829703,550.971147,0,12
C11089,230.161419,0.888889,750.05,160.05,590,0,0.666667,0.111111,0.555556,0,0,7,14000,1207.021598,116.531467,0,9
C11090,56.536572,1,499.92,0,499.92,0,1,0,1,0,0,12,3000,496.551862,194.502845,0.416667,12
C11091,39.37618,1,256.5,0,256.5,0,0.75,0,0.666667,0,0,9,1200,164.37267,131.106729,0.166667,12
C11092,52.0899,0.727273,230.15,230.15,0,0,1,1,0,0,0,12,1600,0,,0,12
C11093,224.937583,1,1956.8,105.8,1851,0,1,0.083333,1,0,0,31,10000,1908.733611,185.371629,1,12
C11094,8823.284205,1,3719,2293.18,1425.82,29282.10915,1,0.75,1,0.416667,26,61,15500,28150.97869,7321.639932,0.083333,12
C11095,1005.332554,1,0,0,0,19.503826,0,0,0,0.083333,1,0,1200,347.446739,425.777184,0,12
C11096,160.852061,0.888889,4704.98,2017.22,2687.76,0,0.888889,0.666667,0.777778,0,0,45,4500,4372.542801,129.801874,0.833333,9
C11097,1594.527848,1,60,60,0,97.854366,1,1,0,0.083333,1,12,1800,422.765741,385.395799,0,12
C11098,5961.863054,1,320.08,64.03,256.05,3134.417004,1,0.083333,0.916667,0.583333,17,13,7000,1894.746827,2168.95118,0,12
C11099,864.975705,1,66.7,66.7,0,75.254745,0.083333,0.083333,0,0.083333,1,1,1000,413.167127,240.517311,0,12
C11100,2683.746154,1,130,130,0,0,0.083333,0.083333,0,0,0,1,4500,610.42602,891.684832,0,12
C11101,6.914784,0.454545,71.4,0,71.4,0,0.166667,0,0.083333,0,0,2,2000,21.55251,112.584481,0,12
C11102,1747.11949,1,285.45,285.45,0,1429.489972,0.333333,0.333333,0,0.416667,7,10,3000,420.862309,389.633098,0,12
C11103,4069.525304,1,259.84,211.51,48.33,1731.958401,0.166667,0.166667,0.083333,0.25,12,4,7500,1105.027682,1586.594493,0,12
C11104,601.369472,1,35.8,35.8,0,0,0.083333,0.083333,0,0,0,1,750,255.502079,217.074658,0,12
C11105,1050.92679,1,150,0,150,114.462798,0.5,0,0.5,0.083333,1,6,1000,238.619393,5303.958597,0,12
C11106,62.635576,1,611.31,0,611.31,0,1,0,1,0,0,37,1500,514.6675,139.832021,0.916667,12
C11107,814.269404,0.875,0,0,0,1175.358928,0,0,0,0.125,1,0,1200,257.187514,205.446177,0,8
C11108,1026.874467,0.909091,153.96,153.96,0,0,0.083333,0.083333,0,0,0,2,8500,1676.090994,266.069794,0.090909,12
C11109,42.125651,0.636364,453.89,453.89,0,0,0.25,0.25,0,0,0,3,6500,793.296498,127.427088,1,12
C11110,367.596554,0.363636,0,0,0,1078.247446,0,0,0,0.166667,5,0,1200,274.204055,274.427951,0,12
C11111,3409.130731,1,0,0,0,4459.741851,0,0,0,0.666667,14,0,6000,2203.045653,1023.380975,0,12
C11112,15.216647,0.272727,133,133,0,0,0.166667,0.166667,0,0,0,2,1200,780.127863,89.546616,0,12
C11113,206.305547,1,1594,1084,510,0,0.333333,0.25,0.166667,0,0,10,4500,1605.613993,119.213806,0.090909,12
C11114,3892.22326,1,929.99,453,476.99,558.732109,1,0.5,1,0.083333,1,65,6500,951.737085,909.741196,0,12
C11115,39.274052,0.545455,431.49,431.49,0,0,0.333333,0.333333,0,0,0,7,1500,745.768447,107.848735,0,12
C11116,413.987831,1,985.79,892.8,92.99,0,0.5,0.5,0.25,0,0,16,3000,887.885624,176.216309,0,12
C11117,1549.600093,1,0,0,0,181.45033,0,0,0,0.083333,1,0,5000,793.363907,498.013895,0,12
C11118,8.640998,0.363636,0,0,0,2777.200448,0,0,0,0.083333,1,0,6000,11267.69478,5.045387,0.5,12
C11119,85.79793,1,931.98,289.03,642.95,0,1,1,0.75,0,0,23,7500,875.423848,186.610054,0.416667,12
C11120,48.157955,0.363636,648.24,286,362.24,0,0.333333,0.25,0.25,0,0,6,2000,753.720188,58.719455,0.363636,12
C11121,4184.915498,1,0,0,0,3757.68359,0,0,0,0.5,13,0,5000,0,,0,12
C11122,4046.574741,1,1757.44,242.89,1514.55,19.677306,1,0.25,1,0.083333,1,68,4500,1721.705144,1111.315878,0,12
C11123,1522.831212,1,0,0,0,1883.483223,0,0,0,0.5,7,0,5000,1110.576652,364.832651,0,10
C11124,2016.049201,1,1372.57,620.77,751.8,3806.758546,0.75,0.583333,0.416667,0.75,27,16,5500,3582.470327,615.990784,0,12
C11125,72.251911,0.727273,665.5,228,437.5,0,0.416667,0.166667,0.333333,0,0,12,4000,1443.726409,106.632133,0.5,12
C11126,5336.743176,1,680.97,680.97,0,4037.626724,0.583333,0.583333,0,0.416667,7,10,8500,1272.722158,1361.590608,0,12
C11128,7.527502,0.545455,65.75,0,65.75,0,0.416667,0,0.416667,0,0,5,4000,187.936242,132.19075,0.571429,12
C11129,1262.88817,1,313.02,210.5,102.52,1381.613303,0.583333,0.5,0.416667,0.083333,1,13,1500,1960.519301,922.418051,0,12
C11130,1850.509525,1,0,0,0,218.731138,0,0,0,0.416667,5,0,2000,498.436823,401.48809,0,12
C11131,3019.820556,1,1158.28,0,1158.28,538.243002,0.75,0,0.666667,0.333333,4,19,7500,804.815422,980.711635,0,12
C11132,1382.240511,1,113.03,0,113.03,3688.794183,0.583333,0,0.5,0.833333,31,12,3000,2780.931453,463.144483,0,12
C11133,6.338717,0.090909,171,171,0,0,0.166667,0.166667,0,0,0,2,4000,495.808559,88.232737,0,12
C11134,3676.070324,1,2255.1,1216.81,1038.29,106.449005,1,0.666667,1,0.083333,1,27,3500,2055.087209,3606.228152,0,12
C11135,451.076499,0.818182,32.25,0,32.25,0,0.083333,0,0.083333,0,0,1,1800,0,,0,12
C11136,5858.94756,1,896.18,896.18,0,4222.003137,0.166667,0.166667,0,0.666667,12,5,7000,3948.663657,1493.652513,0,12
C11137,35.578362,0.909091,464.51,133,331.51,0,0.833333,0.083333,0.75,0,0,10,3000,452.522327,147.243614,0.777778,12
C11138,153.162696,1,1198.2,0,1198.2,0,1,0,1,0,0,12,7000,1108.354624,184.163134,0.416667,12
C11139,3140.698358,1,1961.78,1107.29,854.49,0,1,0.166667,1,0,0,24,6000,5361.346807,742.308918,0,12
C11140,2239.937878,1,90,90,0,966.33053,0.090909,0.090909,0,0.454545,7,1,3500,518.134344,484.797517,0,11
C11141,510.233775,1,436.74,436.74,0,0,0.333333,0.333333,0,0,0,5,3500,484.285337,239.690542,0,12
C11142,683.971012,0.909091,294,145,149,281.669381,0.5,0.083333,0.416667,0.166667,2,7,3500,1578.37444,174.83612,0.1,12
C11143,703.053063,1,335.99,0,335.99,956.578904,0.583333,0,0.5,0.083333,1,7,7500,2300.799763,202.991548,0.25,12
C11145,3508.560867,1,0,0,0,2251.744713,0,0,0,0.083333,2,0,9000,4508.112909,935.839831,0,12
C11146,8115.039014,1,383.42,0,383.42,0,0.5,0,0.416667,0,0,7,11000,1982.542865,1821.785907,0,12
C11148,4294.953211,1,0,0,0,7700.897042,0,0,0,0.666667,28,0,7000,3129.359671,1138.592178,0,12
C11149,256.433357,1,206.35,0,206.35,0,0.75,0,0.75,0,0,9,1000,689.933057,1879.817257,0,12
C11150,297.985886,1,116.18,7.78,108.4,0,0.416667,0.083333,0.333333,0,0,5,1000,1178.583629,206.812783,0.083333,12
C11151,1386.020611,1,0,0,0,2168.900998,0,0,0,0.166667,5,0,6000,1736.121099,450.598141,0,12
C11152,5311.877259,1,299.94,0,299.94,6351.312685,0.75,0,0.75,0.416667,12,15,6000,7105.878792,3204.78292,0,12
C11153,417.878821,1,364,364,0,0,0.083333,0.083333,0,0,0,4,5000,1039.551142,211.317636,0,12
C11154,94.241684,0.666667,1019.34,0,1019.34,0,0.666667,0,0.666667,0,0,7,5000,1014.359244,122.108687,1,9
C11155,0.48805,0.9,121,0,121,0,0.2,0,0.2,0,0,2,13000,239.482389,18.219526,0.1,10
C11156,293.029263,0.818182,3094.97,185,2909.97,0,0.75,0.25,0.666667,0,0,12,14500,2543.550697,124.465257,0.666667,12
C11157,857.843162,1,0,0,0,2132.754414,0,0,0,0.333333,6,0,7500,980.396237,272.696099,0,12
C11158,4688.103434,1,0,0,0,357.129377,0,0,0,0.166667,2,0,5000,981.149809,2216.590039,0,12
C11159,1373.174839,1,215,0,215,0,0.25,0,0.166667,0,0,10,8500,598.012696,319.996667,0,12
C11161,2730.843802,1,2900,2900,0,0,0.125,0.125,0,0,0,1,2900,0,,0,8
C11162,661.423035,0.636364,1109.53,630.01,479.52,952.743339,0.416667,0.083333,0.416667,0.083333,1,6,7500,3137.508664,137.306097,0,12
C11163,749.127741,1,80.3,80.3,0,490.432946,0.166667,0.166667,0,0.25,4,3,1950,214.230371,2359.005614,0,12
C11164,2391.843543,1,3279.57,777.63,2501.94,0,1,0.583333,0.916667,0,0,119,5000,1226.566229,547.949563,0,12
C11165,677.188172,0.909091,3777.59,3777.59,0,329.214459,0.818182,0.818182,0,0.181818,3,28,4000,5499.745992,261.247523,0.090909,11
C11166,26.787185,0.272727,114,114,0,0,0.083333,0.083333,0,0,0,1,1200,333.794157,124.494411,0,12
C11167,20.962217,1,290.36,0,290.36,0,0.916667,0,0.833333,0,0,12,10000,255.56413,178.83986,0.727273,12
C11169,952.51575,1,129.95,129.95,0,0,0.083333,0.083333,0,0,0,2,1500,1791.01792,500.848096,0.083333,12
C11170,6090.522273,1,22.16,22.16,0,0,0.083333,0.083333,0,0,0,1,9000,568.7811,30528.4324,0,12
C11171,0,0,12.65,0,12.65,0,0.083333,0,0.083333,0,0,1,5000,0,,0,12
C11172,987.584177,1,0,0,0,185.647722,0,0,0,0.083333,2,0,1200,448.68922,251.520629,0,12
C11173,51.422178,0.636364,0,0,0,1504.179802,0,0,0,0.5,16,0,5500,1444.167453,70.384975,0.363636,12
C11174,2136.082193,1,0,0,0,2956.073884,0,0,0,0.083333,2,0,6500,1943.803344,560.757332,0,12
C11175,3551.355769,1,1283.65,729.65,554,883.345734,0.833333,0.166667,0.666667,0.166667,4,17,5500,2244.998109,921.910684,0,12
C11176,1306.436456,1,0,0,0,309.560735,0,0,0,0.25,4,0,1500,349.408692,427.330636,0,12
C11177,710.199118,1,3442.08,2718.42,723.66,0,1,0.833333,1,0,0,63,7000,3082.037592,231.798854,0.25,12
C11178,2847.608209,1,1399.05,383.05,1016,0,0.75,0.166667,0.583333,0,0,10,7500,1094.003828,888.841589,0,12
C11179,1596.02939,1,466.18,175.6,290.58,38.321808,0.727273,0.181818,0.545455,0.090909,1,15,1500,463.861161,1739.237096,0,11
C11180,4461.155061,1,190,190,0,454.804237,0.090909,0.090909,0,0.090909,1,1,5000,1240.620735,1818.377046,0,11
C11181,2861.137399,1,0,0,0,265.06559,0,0,0,0.083333,1,0,3000,752.365473,786.946437,0,12
C11182,1180.758966,1,1274.54,396.24,878.3,0,0.833333,0.833333,0.416667,0,0,21,4500,1351.787519,285.440312,0,12
C11184,4613.570499,1,0,0,0,1728.341939,0,0,0,0.090909,1,0,6000,922.218961,1460.63522,0,11
C11185,126.121035,0.454545,590,590,0,0,0.083333,0.083333,0,0,0,1,2500,1471.72027,156.326043,0,12
C11186,7638.382236,1,0,0,0,1405.776254,0,0,0,0.083333,4,0,15500,2284.390267,1970.352152,0,12
C11187,1931.821799,1,120,120,0,0,0.083333,0.083333,0,0,0,1,2100,476.682076,751.902022,0,12
C11188,5538.646971,1,460.57,460.57,0,2661.970456,0.333333,0.333333,0,0.25,6,6,9500,1253.713151,2103.456999,0,12
C11189,1818.441161,1,904.3,0,904.3,0,1,0,1,0,0,54,1700,1251.158216,1750.367637,0,12
C11190,4550.717687,1,2094.99,1357,737.99,2392.186586,1,0.5,1,0.166667,2,23,7600,3172.264416,1091.281356,0,12
C11192,741.294747,1,7096.36,4287.78,2808.58,0,1,1,1,0,0,84,7500,6642.324858,211.053637,1,12
C11193,802.618739,1,2860.32,2435.82,424.5,0,0.666667,0.416667,0.416667,0,0,28,4500,2024.536409,232.97847,0,12
C11195,645.299519,1,1310.84,690,620.84,76.361029,0.8,0.2,0.6,0.1,1,12,2500,1402.76066,158.916575,0,10
C11196,42.366061,0.818182,463.32,0,463.32,0,0.75,0,0.666667,0,0,9,6500,499.856766,179.524229,0.714286,12
C11197,2127.069602,1,743.38,743.38,0,0,0.166667,0.166667,0,0,0,18,2100,1047.607919,4500.377613,0,12
C11198,34.207779,0.090909,2483.26,2483.26,0,0,0.083333,0.083333,0,0,0,1,10000,29272.48607,,0,12
C11199,76.059828,1,927.1,927.1,0,0,1,1,0,0,0,12,1500,906.712652,163.265372,1,12
C11200,25.659372,0.181818,951.1,951.1,0,0,0.166667,0.166667,0,0,0,2,6000,865.208858,108.418045,0,12
C11201,269.309231,1,280.25,0,280.25,0,0.916667,0,0.916667,0,0,19,2500,176.415802,184.470935,0,12
C11202,230.823876,1,1842.33,0,1842.33,0,0.916667,0,0.833333,0,0,12,3000,1651.128297,174.020429,0.333333,12
C11203,6.903243,0.727273,145.01,0,145.01,0,0.75,0,0.75,0,0,9,3000,162.930205,66.97684,0.142857,12
C11204,537.002861,1,2275.97,2275.97,0,203.752607,0.583333,0.583333,0,0.083333,1,31,3000,1575.697754,179.584038,0.166667,12
C11205,3222.221884,1,356.4,356.4,0,1709.973124,0.166667,0.166667,0,0.166667,5,5,3500,835.314447,1171.515143,0,12
C11206,7370.257624,1,0,0,0,1194.995991,0,0,0,0.666667,8,0,7500,2278.457657,2202.491764,0,12
C11207,20.889413,0.636364,244.2,0,244.2,0,0.333333,0,0.25,0,0,4,4000,541.817138,72.261438,0,12
C11208,74.568421,0.454545,600,200,400,0,0.333333,0.083333,0.25,0,0,5,6000,1307.801313,143.732476,1,12
C11209,1.059103,0.181818,25.5,25.5,0,0,0.083333,0.083333,0,0,0,1,5500,563.748018,83.648417,0.5,12
C11210,1109.366186,1,348.78,348.78,0,46.656862,0.714286,0.714286,0,0.142857,1,9,1200,438.733395,590.202893,0,7
C11211,1114.122532,1,348.47,224.31,124.16,99.20189,0.583333,0.166667,0.416667,0.083333,1,9,1200,631.49296,668.171959,0,12
C11212,348.965773,1,1019.4,444.4,575,0,1,0.25,1,0,0,25,1000,214.987376,176.525876,0.25,12
C11213,949.259857,1,0,0,0,59.80774,0,0,0,0.166667,2,0,1000,169.264551,247.985446,0,12
C11214,6306.501319,1,205.03,0,205.03,270.445198,0.3,0,0.3,0.1,1,3,14000,1646.635328,1705.819755,0,10
C11215,1393.527992,0.818182,0,0,0,1829.287087,0,0,0,0.083333,1,0,9000,638.403004,783.207678,0,12
C11216,364.140613,1,1462.38,1462.38,0,0,0.333333,0.333333,0,0,0,5,2500,1858.4353,218.825218,0.083333,12
C11217,72.706076,0.272727,508.56,508.56,0,0,0.083333,0.083333,0,0,0,2,7000,2197.473031,217.322796,0,12
C11219,1688.521097,0.909091,0,0,0,2863.918199,0,0,0,0.181818,5,0,3000,3572.27487,411.099829,0.125,11
C11220,229.913693,1,2406.77,1955.67,451.1,0,1,1,0.5,0,0,35,10000,2239.201417,194.72626,1,12
C11221,123.791796,0.727273,1202.5,0,1202.5,0,0.666667,0,0.583333,0,0,41,2500,1623.347254,194.037041,0.833333,12
C11222,1786.707643,1,0,0,0,1835.162486,0,0,0,0.25,3,0,3000,1612.796944,419.392234,0,12
C11223,971.681565,1,133.31,0,133.31,148.475392,0.583333,0,0.583333,0.166667,2,1,1000,496.155153,716.223809,0,12
C11224,3959.912911,1,0,0,0,158.159923,0,0,0,0.333333,4,0,4000,701.794235,1641.805004,0,12
C11225,1771.028068,0.909091,360,360,0,1836.07301,0.090909,0.090909,0,0.454545,5,1,5000,4681.869188,427.286126,0.1,11
C11226,543.350448,0.545455,0,0,0,3493.29196,0,0,0,0.166667,8,0,6000,7158.478105,612.399286,0.285714,12
C11227,189.969435,1,2071.55,2001.55,70,47.875577,1,0.916667,0.166667,0.083333,1,19,9000,1679.943402,191.234533,1,12
C11228,214.610294,1,496,0,496,0,1,0,0.833333,0,0,12,2500,739.051121,187.9353,0.083333,12
C11229,4.620029,1,59.67,0,59.67,0,0.916667,0,0.916667,0,0,11,3000,60.665896,67.379671,0,12
C11230,32.779456,1,212.58,160.48,52.1,279.524631,0.5,0.333333,0.166667,0.416667,5,8,1500,338.58363,115.81103,0.2,12
C11231,2191.369256,1,1197.2,869.06,328.14,0,0.666667,0.333333,0.416667,0,0,13,4500,1643.269684,603.954203,0,12
C11232,6.824905,0.090909,0,0,0,1150.890874,0,0,0,0.083333,1,0,1200,0,,0,12
C11233,23.150437,0.090909,0,0,0,3947.583198,0,0,0,0.083333,1,0,4000,0,,0,12
C11234,1893.611922,1,22746.81,15795.42,6951.39,0,1,1,1,0,0,140,18000,22558.28457,505.125031,1,12
C11235,230.936733,0.5,0,0,0,1364.395327,0,0,0,0.125,1,0,3000,4024.820049,149.909419,0,8
C11236,42.585012,1,534.26,256,278.26,2395.944665,0.333333,0.25,0.083333,0.083333,3,6,7000,3391.718043,65.67327,0.666667,12
C11237,1060.385693,1,5327.61,5327.61,0,3467.977927,0.833333,0.833333,0,0.583333,12,53,6000,8412.649548,247.085679,0.9,12
C11238,867.728471,1,41.07,0,41.07,0,0.25,0,0.25,0,0,3,3000,1409.282903,233.788637,0,12
C11239,8884.816576,1,1233.58,1233.58,0,13674.24402,0.416667,0.416667,0,0.75,26,7,13000,5574.916601,4576.531483,0,12
C11240,77.273142,0.818182,963.61,0,963.61,0,0.833333,0,0.833333,0,0,14,3500,1218.480845,162.680718,0.2,12
C11241,915.981419,0.909091,2037.24,1587.24,450,0,0.833333,0.583333,0.666667,0,0,22,3500,411.176707,296.885026,0.125,12
C11242,177.355165,0.909091,1179.3,997.3,182,0,0.75,0.5,0.416667,0,0,13,7500,815.01939,175.485133,0.714286,12
C11243,653.004882,0.818182,2035.29,1259.58,775.71,0,0.75,0.5,0.5,0,0,29,9500,7590.280949,319.680283,0,12
C11244,3322.31489,1,676,601,75,0,0.5,0.25,0.333333,0,0,9,10000,867.587298,753.39587,0,12
C11245,49.022296,1,480.27,0,480.27,0,1,0,1,0,0,37,2500,636.766732,179.232469,1,12
C11246,5022.775729,1,2117.05,1947.05,170,0,0.833333,0.833333,0.166667,0,0,19,7000,1588.794697,1082.482851,0,12
C11247,2.451938,0.090909,37.75,0,37.75,0,0.083333,0,0.083333,0,0,1,4000,426.039083,117.833863,1,12
C11248,39.977967,0.3,432.05,432.05,0,0,0.2,0.2,0,0,0,3,10000,1282.534281,55.522218,0,10
C11249,247.063258,1,1448.74,0,1448.74,0,1,0,1,0,0,23,5000,1313.816616,183.31064,0,12
C11250,1327.775159,1,534.93,0,534.93,114.667852,1,0,1,0.083333,1,38,1500,578.744266,400.735862,0,12
C11251,2372.842569,1,218,218,0,0,0.333333,0.333333,0,0,0,4,6500,529.808323,526.403412,0,12
C11252,2705.149599,1,328.61,247.95,80.66,6790.012504,0.333333,0.25,0.083333,0.666667,26,6,7000,4724.801558,789.357067,0.083333,12
C11253,92.782518,0.2,921.82,921.82,0,0,0.1,0.1,0,0,0,1,1200,4644.142145,68.262356,0,10
C11254,4.398104,0.181818,76,76,0,0,0.083333,0.083333,0,0,0,1,1500,307.868817,109.152917,0,12
C11255,9387.614011,1,0,0,0,7968.273359,0,0,0,0.083333,1,0,12000,2202.134525,2584.589917,0,12
C11256,156.536773,1,1903.66,1788.08,115.58,0,0.833333,0.833333,0.166667,0,0,35,9000,2093.551911,169.81431,1,12
C11257,233.393741,1,2346.94,1829.5,517.44,0,0.916667,0.75,0.75,0,0,39,4500,2029.208283,155.235425,0.875,12
C11258,3597.728209,1,1043,0,1043,836.723952,0.583333,0,0.5,0.083333,1,7,6000,1222.771295,913.580145,0,12
C11259,2.549291,0.181818,322.98,322.98,0,0,0.166667,0.166667,0,0,0,3,9500,1210.429773,5.458904,0,12
C11260,5630.793848,1,2743.66,2743.66,0,2638.893572,0.75,0.75,0,0.166667,2,23,10500,1251.781578,1371.137719,0,12
C11261,1592.168416,1,0,0,0,15084.00852,0,0,0,0.333333,53,0,4500,11382.3658,472.703236,0.166667,12
C11262,599.044829,1,6528.65,4859.87,1668.78,0,1,1,1,0,0,113,12000,5779.079513,176.295409,1,12
C11263,5.801666,0.272727,88.97,33,55.97,0,0.166667,0.083333,0.083333,0,0,2,2720,620.204737,140.098388,1,12
C11264,31.876386,0.909091,311.05,311.05,0,0,0.916667,0.916667,0,0,0,11,6000,320.176291,117.973282,1,12
C11265,41.620283,1,689.4,689.4,0,0,1,1,0,0,0,12,10000,718.15858,191.837369,1,12
C11266,408.732898,0.272727,0,0,0,4799.003911,0,0,0,0.083333,1,0,5000,19666.29097,678.362107,1,12
C11267,5.260527,0.272727,263.16,0,263.16,0,0.416667,0,0.333333,0,0,7,6000,385.107859,43.89699,0.2,12
C11268,238.184435,0.75,2068.15,0,2068.15,0,0.875,0,0.75,0,0,7,4000,2143.223171,117.977018,0.833333,8
C11269,3437.033859,1,1858.7,1858.7,0,3569.688273,0.583333,0.583333,0,0.833333,26,18,9000,6062.441603,1092.303319,0,12
C11270,341.467517,1,3446.96,2831.62,615.34,0,1,1,0.333333,0,0,46,10500,3273.239834,187.681228,1,12
C11271,2500.029691,1,1103.5,1103.5,0,804.71643,0.333333,0.333333,0,0.25,4,8,8500,617.471865,648.228886,0,12
C11272,1.019189,0.090909,87.02,0,87.02,0,0.083333,0,0.083333,0,0,1,15500,0,,0,12
C11273,6477.2996,1,0,0,0,2436.195048,0,0,0,0.666667,8,0,11500,2480.091913,1572.040565,0,12
C11274,1037.653522,1,584.4,0,584.4,0,1,0,1,0,0,12,1200,572.911937,519.80399,0,12
C11275,1134.726574,1,0,0,0,19.555003,0,0,0,0.083333,1,0,1200,78.603131,7639.575747,0,12
C11276,1564.180333,1,942.22,773.6,168.62,397.71148,1,0.5,1,0.25,3,36,2200,2852.584209,759.107707,0,12
C11277,55.58459,0.818182,395.05,150.05,245,0,0.416667,0.25,0.166667,0,0,6,5500,531.9538,81.364934,0.111111,12
C11278,61.109731,1,438.8,0,438.8,0,1,0,0.9,0,0,10,1500,367.594796,147.921516,0.75,10
C11279,5.340221,0.454545,35.97,35.97,0,0,0.083333,0.083333,0,0,0,1,2000,83.093843,97.069542,0,12
C11280,2593.115716,1,0,0,0,3553.203852,0,0,0,0.666667,19,0,6000,2420.926404,763.877119,0,12
C11281,12.40875,0.3,85.5,85.5,0,0,0.1,0.1,0,0,0,1,1500,414.010478,72.47544,0,10
